,User,REGISTERED_TIME,LAST_SEEN_TIME,FINGERPRINT,AVG_RATING,Total_RATING
6175,likewhoa                        ,"Apr 8, 2013","May 3, 2013",73C39C9DA7ACA3C7AB549F5B7B2859604A55F72E,0,0
6176,snoopey                         ,"Apr 8, 2013","Jun 11, 2014",86603549DDE953478B14F6DD42E5F16AD1F65C86,0,0
6177,yonijah                         ,"Apr 8, 2013","Apr 8, 2013",25D92B86FD4D85AAA9162CEBE7402DD4838FDD9D,0,0
6178,thebigyak                       ,"Apr 8, 2013","Apr 8, 2013",11BF083117C9284BB13179F2C315422EA512E131,0,0
6179,gdavis84                        ,"Apr 8, 2013","Apr 8, 2013",6CFAF5FA26553A9DF1D7073650C5E4C1FDA25D1C,0,0
6180,alby                            ,"Apr 8, 2013","Nov 29, 2014",21C31A82D08C7695DAF8B511110F9646BDB28903,0,0
6181,thorie                          ,"Apr 9, 2013","Nov 18, 2013",E95B0D83122BF6979F8F9434ABF4A6C7DD09B11D,0,0
6182,bencrow                         ,"Apr 9, 2013","Apr 9, 2013",009B7503E34560A4F3BF36C5BAA46008D73BAF0A,0,0
6183,malmen                          ,"Apr 9, 2013","Nov 24, 2014",6AAC8418856A53AB81620C10F226AF60682A5FE6,0,0
6184,treesquirrel                    ,"Apr 9, 2013","Apr 9, 2013",1598C0C3A2E11A0938C2739F1B62991AAC2C43C9,0,0
6185,pocopina                        ,"Apr 9, 2013","Apr 9, 2013",584184A6A79133F12243BC534B9489E447951A09,0,0
6186,soypirate                       ,"Apr 9, 2013","Apr 10, 2013",C2F976614336576854A75446C9D8661F56E56A78,0,0
6187,bitsky                          ,"Apr 9, 2013","Apr 9, 2013",4EE734838C9D85AA14034EFB524B19BE613DE84C,0,0
6188,bitmeister                      ,"Apr 9, 2013","Apr 9, 2013",B43D5326250A72FC6ABC4067346DC5FB8ED42986,0,0
6189,ajm-mining                      ,"Apr 9, 2013","Apr 9, 2013",40B1E1CDD1C7D40EF5656E143F17122C5C808A39,0,0
6190,net199cttst                     ,"Apr 9, 2013","Apr 9, 2013",8BC1245540A89DB7C10F1290CF604EAF6321F0C5,0,0
6191,masize                          ,"Apr 9, 2013","Apr 11, 2013",6510F23A3C510CDB88B598C65C2779012B951465,0,0
6192,tst199ct                        ,"Apr 9, 2013","Apr 9, 2013",B65135D7B76E26830C5C6A17AAAEA6366DDE5D31,0,0
6193,renaultmegane                   ,"Apr 10, 2013","Apr 9, 2013",E1C17AD0C1F1A29EAB52AA7CCE3D1ECFB8BA8871,0,0
6194,thales345                       ,"Apr 10, 2013","Apr 10, 2013",E69E794DD4DF405E3D14B2797F693781C9C234C1,0,0
6195,jorijn                          ,"Apr 10, 2013","Apr 10, 2013",DB188AEC51CB769F542521DCB136095A21BDAD9A,0,0
6196,slipperfoot                     ,"Apr 10, 2013","Apr 10, 2013",CEB696B64CDC9F0ECC66DF386D158220578D31A5,0,0
6197,tetrakarbon                     ,"Apr 10, 2013","Apr 10, 2013",7A0402AC41365940E52918A55E2EB06D668A24A8,0,0
6198,milmanalbc                      ,"Apr 10, 2013","Apr 10, 2013",FAB0B314A1118267B6B86D9BA74074035650146C,0,0
6199,safir                           ,"Apr 10, 2013","Apr 16, 2013",E4F032985B6DA2A751576DB8F3D76DA2E86E3C53,0,0
6200,fdibbens                        ,"Apr 10, 2013","Nov 3, 2013",1E9E7BD2B98B36FA88E5C5E00BE4FE76C582EC6B,0,0
6201,proteus42                       ,"Apr 10, 2013","Apr 10, 2013",B293BEBF17223A17097B9B8FDE5EABE6B84ACDFD,0,0
6202,vn0t7                           ,"Apr 10, 2013","Apr 10, 2013",644630AAF6B5714661E1F9200FA51A52F00D358D,0,0
6203,dizire                          ,"Apr 10, 2013","Dec 6, 2013",9C10C75D6953CB1187EE13719B30731BF6539F32,0,0
6204,dnivio                          ,"Apr 10, 2013","Apr 10, 2013",483D2BDA5659EA6FCD907991C7E2EC0CB3C473C2,0,0
6205,nightown                        ,"Apr 10, 2013","Apr 10, 2013",1B44C40F3897BE8818CF1E31C074CF0D449BAF43,0,0
6206,epall                           ,"Apr 10, 2013","Apr 14, 2013",19350B0880384B5B838C12B39B43550DCC3F7156,0,0
6207,#bitcoin-otc                    ,"Apr 10, 2013","Apr 10, 2013",19D183E30039EF31C34766A032EC272A73778423,0,0
6208,circa2k                         ,"Apr 10, 2013","Apr 16, 2013",3F280E3D90FEDD0ACA61E5A5EC4A1B530EAA30CC,0,0
6209,karcarinuz                      ,"Apr 10, 2013","Apr 11, 2013",17362853D8311D39B5365D3182F8FADBB4E7253A,0,0
6210,frmjdd                          ,"Apr 10, 2013","Apr 10, 2013",030513610DA36360B8C8990603297A7348309B15,0,0
6211,xavier23                        ,"Apr 10, 2013","Apr 18, 2013",BFC57DA3AA2ED2205423E7F0AC30BF04D82BC346,0,0
6212,aaaaa                           ,"Apr 10, 2013","Apr 10, 2013",5DC32B54C385AD4B3639557FBECF934C68390A44,0,0
6213,cschneid                        ,"Apr 10, 2013","Apr 11, 2013",5BB6AFD810260F5CFB9D365A319D742F2060E81D,0,0
6214,anontrader                      ,"Apr 11, 2013","Dec 30, 2013",9491132E58107B984ACEA702A58AD84C0D717D1A,0,0
6215,fangfufu                        ,"Apr 11, 2013","Apr 11, 2013",BE5CAE561F0C588E30687D44DB4721A1F81BD9C0,0,0
6216,bitboz                          ,"Apr 11, 2013","Apr 12, 2013",BB46B022B45F565E01B05A0E306A2E443754CFBF,0,0
6217,dysto                           ,"Apr 11, 2013","Apr 11, 2013",8E97BB115E8F6BC073FB46386C14D72B98AFC2F2,0,0
6218,jasongleave                     ,"Apr 11, 2013","Apr 11, 2013",C642A95893C22B0B61F5EF613E3F312103093F33,0,0
6219,bitcoin_bureau                  ,"Apr 11, 2013","Apr 24, 2013",AD40E2571C2DCECBDEF085815AC4ED35926BE631,0,0
6220,breoe                           ,"Apr 11, 2013","Apr 11, 2013",06481EDFB82417468AF7B314D5271ADE3B14B2AB,0,0
6221,dex-                            ,"Apr 11, 2013","Apr 11, 2013",74C926406BFE392AF8A4646EBFB37A88E7983E5C,0,0
6222,appamatto                       ,"Apr 11, 2013","Apr 25, 2013",E303B5E70F0CC72D65CC016DC409534FDAA152EB,0,0
6223,jxnbtc                          ,"Apr 12, 2013","Apr 12, 2013",12E7F41647D6BDED4FB1D8DF8F3F08BB2885925B,0,0
6224,harrydillema                    ,"Apr 12, 2013","Apr 12, 2013",1391936AB7A18BAB5DD05CD279F467C3D366C3E7,0,0
6225,johnthebrave                    ,"Apr 12, 2013","Apr 12, 2013",48D3CA5FE298701DB35B83BF96EFC16644FD36FA,0,0
6226,wiitel                          ,"Apr 12, 2013","Apr 21, 2013",37B1B31B7D4C5B56D5FBF49234E984DD51E649BA,0,0
6227,luc_m                           ,"Apr 12, 2013","Apr 12, 2013",D80C8344DAB0F619F37015312777F1EDFA8D3FB3,0,0
6228,timgreenway                     ,"Apr 12, 2013","Apr 12, 2013",3640F44B22049D219E470E2F7AD521D122C2E85C,0,0
6229,singularity                     ,"Apr 12, 2013","Apr 12, 2013",35A83B60AEBA933E372D25F3AD4DA18DA373895F,0,0
6230,jim13x                          ,"Apr 12, 2013","Apr 14, 2013",FBFDFBB48AF26B88789857C625191AA114DB2670,0,0
6231,timgreii                        ,"Apr 12, 2013","Apr 12, 2013",3C7BF8BB0FAE2576235A48EE10C1A358FF2E6C20,0,0
6232,krivan                          ,"Apr 12, 2013","Feb 16, 2014",BD0694B438A6EF88682C6801FB7B1451605D55F1,0,0
6233,gnnr                            ,"Apr 12, 2013","Apr 12, 2013",37BA3EAE7DD14C2F814F4DC94CD53F8033B2E664,0,0
6234,vr164                           ,"Apr 12, 2013","Apr 12, 2013",CFFAC63EA2C868121ABAE665B341251BFE41C306,0,0
6235,nomabitva                       ,"Apr 12, 2013","Apr 17, 2013",5BB6CC15EDB12CEEAC6919125930C31B12A3CA94,0,0
6236,habstinat                       ,"Apr 12, 2013","Apr 12, 2013",76FF408A01E2B9FD5F7FFAFDB824BF513571E384,0,0
6237,canihazcoin                     ,"Apr 12, 2013","Apr 12, 2013",EF072797F3E4514814791321A8DC6AAAA4D2E20B,0,0
6238,ashes                           ,"Apr 12, 2013","Apr 14, 2013",E6B678FFD3F05388BB53D825F5D9942080F3211F,0,0
6239,digitalmine13                   ,"Apr 13, 2013","Apr 16, 2013",1591B33DE3E2563708A7DA4E3520901C7E93185B,0,0
6240,zholmes                         ,"Apr 13, 2013","Apr 13, 2013",B52CE86BEBFAC04C848BB635DEB7A9E8DBDB8E6C,0,0
6241,retik                           ,"Apr 13, 2013","Apr 16, 2013",210B099EE817D12D16D454862ED0EB99ABB9A37B,0,0
6242,pomp                            ,"Apr 13, 2013","Apr 13, 2013",99D139B62B20026F5A0D8DD700526EE0D81C0DA2,0,0
6243,borgaris                        ,"Apr 13, 2013","Apr 13, 2013",503AEA6722204530E721FBD0F64C80B0167F2EEE,0,0
6244,pardus79                        ,"Apr 13, 2013","Apr 13, 2013",F2167B125478B3FDF86FF97389F0027939B10F4F,0,0
6245,jerzule                         ,"Apr 13, 2013","Apr 13, 2013",11FB3994175D8ADD158935A0698DE9CA27953C9A,0,0
6246,shawnpringle                    ,"Apr 13, 2013","Apr 13, 2013",4253CFC5E1D25B8E4FF7B61372552C584A61BC55,0,0
6247,gnaf                            ,"Apr 14, 2013","Jul 22, 2013",D3096931AE5CBC38F0C9A8F92BA53BE5F8FEF03E,0,0
6248,ruvn                            ,"Apr 14, 2013","Apr 14, 2013",2196AA6CA7A90EA2EFF6B0FC05E94A39579525CA,0,0
6249,suparuv                         ,"Apr 14, 2013","Apr 14, 2013",1E2D9B02E9BD48F6FAB9B49E6BCE6C5ED7AF9B00,0,0
6250,diegobtc                        ,"Apr 14, 2013","Apr 14, 2013",C26F0BFDD27D0D7080530E46D644B1CD40242683,0,0
6251,probablyjoking                  ,"Apr 14, 2013","Apr 14, 2013",7D17788C56B275198513EDEC5E45C4E12984FD63,0,0
6252,lastminuteguy                   ,"Apr 14, 2013","Apr 14, 2013",1A8832FFEFA4EFEBC909212F696771069B1FBC6B,0,0
6253,damiano713                      ,"Apr 14, 2013","Apr 14, 2013",80780D0D53CC956B034E37D738F9005FFCA95C16,0,0
6254,mr_burdell                      ,"Apr 14, 2013","Apr 14, 2013",3897E0672E32A42174B7A840038C09F462C24FC7,0,0
6255,dino82                          ,"Apr 14, 2013","May 10, 2013",46337EDFC3B3922C0A14A8841926037DE523757B,0,0
6256,rikairchy                       ,"Apr 14, 2013","Jun 6, 2013",CD0B8925484BDBD261E68F66A9231FE4D19EBA59,0,0
6257,qwert|trewq                     ,"Apr 14, 2013","Apr 15, 2013",9C9255357B710440DAC69AC04BA0EC3AB75873ED,0,0
6258,johnbrave                       ,"Apr 15, 2013","Apr 15, 2013",E67BE6DB01212E7638042FB45992F76072C2022A,0,0
6259,artimusclydefrog                ,"Apr 15, 2013","Apr 16, 2013",DFE65CEFCD253A057E0380D5C81757060EF814D6,0,0
6260,florian_                        ,"Apr 15, 2013","Apr 15, 2013",90BD2EBAFEA9C689206C1B2F6430838A56C4F0AE,0,0
6261,crastination                    ,"Apr 16, 2013","Apr 16, 2013",CD04A81E30D822592B4180025A4B50F3866B5E91,0,0
6262,xwh                             ,"Apr 16, 2013","Apr 18, 2013",2CEA3218437EA97732F760B4263E8E998EEC3D4B,0,0
6263,dazganer                        ,"Apr 16, 2013","Apr 16, 2013",53168A8D477FC8D91008010CA37ACE59EE4BE21B,0,0
6264,fivemileshigh                   ,"Apr 16, 2013","Apr 16, 2013",2651694176CA090EE3C7F25B3F19127FD113095D,0,0
6265,matandalo                       ,"Apr 16, 2013","Apr 16, 2013",4843F952F15CBF31D0D0565E437B09D9977BCEAB,0,0
6266,riceo                           ,"Apr 16, 2013","Apr 16, 2013",F2ADF450D5C3E0B22EC04E308DF7395C9AC25CC1,0,0
6267,kalon                           ,"Apr 16, 2013","Apr 16, 2013",CCA2ADA72D6305273DF79610C3ADEB346D3A42CE,0,0
6268,bulhoon                         ,"Apr 16, 2013","Apr 16, 2013",E0865E1AED5C7E86720E15E505F399BE2B46885B,0,0
6269,dkasak                          ,"Apr 16, 2013","Apr 23, 2013",BC7F6B2FFC7E94CA6C60BD4250D3BAADCE0BC33E,0,0
6270,roxton                          ,"Apr 16, 2013","Apr 22, 2013",23380189A42671CAA6556A6EE6F017C15FB045C8,0,0
6271,the3astuproar                   ,"Apr 16, 2013","Apr 20, 2013",ACB06C4430EDC1F322E529D44A2EE57BC5AF378E,0,0
6272,meshugga                        ,"Apr 17, 2013","Apr 17, 2013",289C55F815B8C70C73FE954E44E7D932B2657E86,0,0
6273,fahmo                           ,"Apr 17, 2013","Apr 17, 2013",484E832D00B56E16B9C11BA93B0D8B782C761FEE,0,0
6274,demigoddog                      ,"Apr 17, 2013","Apr 18, 2013",419C768068087F573FD37940F574B37B6B629321,0,0
6275,eiten                           ,"Apr 18, 2013","Apr 18, 2013",DFACE26DD437609544C14C27BA201F3AC7A3C70A,0,0
6276,windu1965                       ,"Apr 18, 2013","Apr 18, 2013",46D89EE25EF68B091AC4E0AF7C6CB3D025E01512,0,0
6277,ragnaro                         ,"Apr 18, 2013","Apr 18, 2013",607DD611ECDB0947A096328361053E7DC8A01234,0,0
6278,thehighlander69                 ,"Apr 18, 2013","Apr 20, 2013",63F52501D8E8D2468AF1040452580BC2B6F1B55E,0,0
6279,teysa                           ,"Apr 18, 2013","Apr 18, 2013",FD74FD5A134B2B4BD9B099DE288510CD4C37C26D,0,0
6280,dhiraj                          ,"Apr 18, 2013","Apr 19, 2013",CE840BD6221C7CF61B8DD7D97C819144382CCFFC,0,0
6281,xirel                           ,"Apr 19, 2013","Apr 19, 2013",6A0176E9D0E9AFE39E818B0D51F3CE6B3F3961AD,0,0
6282,turbovalec                      ,"Apr 19, 2013","Apr 24, 2013",212F48157B115F4B7E43450E58F7C2FD19A77B1A,0,0
6283,bitccc                          ,"Apr 19, 2013","Apr 19, 2013",9426755523D20F8E8ABB0BDFBE7F0993C36C196F,0,0
6284,dmountainwolf                   ,"Apr 19, 2013","Apr 19, 2013",1A06D5744AD4DF2FBA6F33D937E674ADC354E6F4,0,0
6285,tetrad                          ,"Apr 19, 2013","Apr 19, 2013",7C4600DBD55DABC2A7F6172CFE32A5421EFA4748,0,0
6286,blennylips                      ,"Apr 20, 2013","Apr 21, 2013",28E404881A4A05AEA02EA92502D81ECC0EC06591,0,0
6287,narcosis                        ,"Apr 21, 2013","Apr 22, 2013",243E08094A58267BE53D69EBC0C63A2B54418483,0,0
6288,jaqenhghar                      ,"Apr 21, 2013","Apr 23, 2013",6CA01A2B83A9038193B7124A123AEC4708A25C66,0,0
6289,korthajen                       ,"Apr 21, 2013","Apr 26, 2013",1B7EBEDCADDC06C8F258C13627059C8F304DE202,0,0
6290,macdschie                       ,"Apr 21, 2013","Apr 21, 2013",90C82DE9B9390D46AD13D04D08A4962ABAD3B183,0,0
6291,azyr                            ,"Apr 21, 2013","Apr 21, 2013",D3A7D6461A45455B1ED90777754DD5B034052B01,0,0
6292,michaelmueller                  ,"Apr 21, 2013","Apr 21, 2013",548E5322F5666E3B46141CBA04385B6A3BAB7DF6,0,0
6293,phebus                          ,"Apr 21, 2013","Apr 21, 2013",4A920910F31E9C9559C6141AC30F426829DC5B07,0,0
6294,darenthis                       ,"Apr 22, 2013","May 15, 2013",806A00240E19741E76E4FC5E4E77CEFE911E519F,0,0
6295,avree                           ,"Apr 22, 2013","Apr 26, 2013",F058A8D6FDC5EB83B5E6324BB5BFD392274AA9F9,0,0
6296,joe_gallo                       ,"Apr 22, 2013","Apr 22, 2013",FA2FF1BDF1D74A14EC00C004F7DA83FC1AE4247F,0,0
6297,doctorjones                     ,"Apr 23, 2013","Jul 17, 2013",D92F9A2FDBAAF98B7BF33DD178E6415AB32DC9BF,0,0
6298,tupambaenet                     ,"Apr 23, 2013","Apr 22, 2013",9F67C902E6EB067D80F023942E145CC1313C822A,0,0
6299,sahtor                          ,"Apr 23, 2013","Apr 30, 2014",4B503F157A144E8EA2B356E20FA0A00084B94992,0,0
6300,ic                              ,"Apr 23, 2013","Apr 23, 2013",81406A89C15EB81BB352A33C79097E4EE9745C08,0,0
6301,evilphox                        ,"Apr 23, 2013","Apr 23, 2013",737E9B70B57FB3F669E91C5E1EF4C31B17143350,0,0
6302,dangersalad                     ,"Apr 23, 2013","Aug 10, 2013",E53713A262F9C890864EDCEC877F8711CB3890B7,0,0
6303,impaired                        ,"Apr 23, 2013","Apr 23, 2013",7AA6EADEAABF4F561F786F6D47D448B861401DDE,0,0
6304,cmyers                          ,"Apr 23, 2013","Apr 23, 2013",5A1565B5ECC6925AE0353A39D024C1720A793D7D,0,0
6305,chriz                           ,"Apr 24, 2013","Aug 18, 2014",8DC72FD18A395A59ABE15BB02E5FCBEFDF5BE27A,0,0
6306,krellan                         ,"Apr 24, 2013","May 1, 2013",28D4DE3710094AB2D75595252BAADEB139FC896F,0,0
6307,joshlevy                        ,"Apr 24, 2013","Apr 26, 2013",DF9E2E61D6CD77B28FDDE550CA427B86A48C133B,0,0
6308,aknap3                          ,"Apr 24, 2013","Jun 7, 2014",41E7D405AEDC50385811A9D13BF9D36A4634A58C,0,0
6309,ashaman                         ,"Apr 24, 2013","Apr 24, 2013",7586813C06D04993B628FC9E28E5D8593052480F,0,0
6310,fuzati                          ,"Apr 25, 2013","Apr 26, 2013",F54EC7833BA0C131AB1CE3229D178F854CE426B2,0,0
6311,jjclowe                         ,"Apr 25, 2013","Apr 25, 2013",9C7F072ED464DE15A58C78404C02C43DD26F5FA0,0,0
6312,jobless                         ,"Apr 25, 2013","May 13, 2013",6E0525C99F96DBB2B5F2CF53FA8D5D65AAA28E55,0,0
6313,newbitcoinbuyer                 ,"Apr 25, 2013","Apr 25, 2013",1BBEA1D480F86207DBE5818494140B80EEBCF7C1,0,0
6314,mgf96                           ,"Apr 26, 2013","Apr 26, 2013",98879C3FE562D0BDCB16594E640BFCE5FF8FFE5B,0,0
6315,letaulier                       ,"Apr 26, 2013","Apr 26, 2013",C8D7E518AB902A1066268070C4B99C75AC3A26EA,0,0
6316,bentech                         ,"Apr 26, 2013","Apr 26, 2013",4565B793609858C0268A0B230D11BAA5ABB75C8F,0,0
6317,valby                           ,"Apr 26, 2013","May 17, 2013",D145A25912954F6AFD539D28D529B1D467F51D15,0,0
6318,satoshi2                        ,"Apr 26, 2013","Apr 26, 2013",69619ED42F6778E5FDC5CE5ECC29F6E277AF3ED5,0,0
6319,trader937                       ,"Apr 26, 2013","Apr 26, 2013",501797D1717674C524AF462F58ED5A66761BED0D,0,0
6320,bitcoin-otc351                  ,"Apr 26, 2013","Apr 26, 2013",0FE948155B570DC64B4676B28B749CECB31F2437,0,0
6321,cryptography                    ,"Apr 27, 2013","Apr 27, 2013",5DB6E1C325B26CA1E235C4C5EE21B2986BEF70AB,0,0
6322,mobiletech                      ,"Apr 27, 2013","Apr 27, 2013",813D13004C618D94A944FAA41E1C736EEEA67285,0,0
6323,kcahir                          ,"Apr 28, 2013","Apr 28, 2013",0441B918D84BDD2D79005326D05CC8136014BDFC,0,0
6324,btcfriend                       ,"Apr 28, 2013","Apr 28, 2013",9689B7501498B2F33370BAFECF75CF80F058A7CA,0,0
6325,bit-go                          ,"Apr 28, 2013","Apr 28, 2013",CDC512FB711F94CC1728B53BA02FBC016D1C9F55,0,0
6326,btcme                           ,"Apr 28, 2013","Apr 28, 2013",0A607B472F38780419793C353D52535877F4BE16,0,0
6327,braconja                        ,"Apr 28, 2013","Apr 28, 2013",ACD7F0422CDD147F9E506DD088DE9A8A3CC9B31B,0,0
6328,rav3n                           ,"Apr 28, 2013","Apr 28, 2013",EB6C2ABA3B109C8910DA4D6F12BE08B279EF8621,0,0
6329,dooglio2                        ,"Apr 29, 2013","Apr 28, 2013",BA210FC21333CE52A7396172243FEBEF646697DF,0,0
6330,the327thmale                    ,"Apr 29, 2013","May 2, 2013",0C76286DDBF2B81D0DE7587B709C423C750B8627,0,0
6331,glen                            ,"Apr 29, 2013","Apr 29, 2013",EAFC8193CB05EBA1FC86783C00FDF6A2C899C11D,0,0
6332,oldak                           ,"Apr 29, 2013","Apr 29, 2013",AE9E5B33952B1B3178E5D169551796FF036E1F0C,0,0
6333,t13hydra                        ,"Apr 29, 2013","Apr 29, 2013",92E26AE2CB42BA5E445204AAA3CC22C83341C0CE,0,0
6334,lstep                           ,"Apr 30, 2013","Nov 26, 2013",0DAF848F976961BD3653B8B83B852C488C558B4D,0,0
6335,eslbaer                         ,"Apr 30, 2013","Aug 5, 2013",BB21BEAD30C97D6729EC961B4817F61773873851,0,0
6336,bill_cambridge                  ,"Apr 30, 2013","Apr 30, 2013",C16356221702773DBB0EA79B166CDF9EADF8AABA,0,0
6337,bpvanoort                       ,"May 1, 2013","May 1, 2013",68AECA71E560EF97598E40F1F8E8339C9B5A8C17,0,0
6338,malkusch                        ,"May 1, 2013","May 1, 2013",72A2E2A4E312F3DC8CECC162FD144AF7A1FB0CC4,0,0
6339,spoorancher                     ,"May 1, 2013","May 1, 2013",45CDAB702AFCEF81892725FFA6FDD8441F80582D,0,0
6340,zeroedout                       ,"May 1, 2013","May 1, 2013",A35B06961E0007AA675AA6269E45541BB7A24989,0,0
6341,odillinger                      ,"May 1, 2013","May 1, 2013",058F092DE601F87C0C63695CDC05AAB60243871D,0,0
6342,trakout-                        ,"May 1, 2013","May 3, 2013",6AA051B2E889AB29CB46573D2F3E925609FB157F,0,0
6343,critt                           ,"May 1, 2013","May 1, 2013",6F14DF4A7387CE932658E645A4A47EF41282AC92,0,0
6344,lsvc                            ,"May 2, 2013","May 2, 2013",5BB343E6348DA8E8CC034691671A69199DDAC639,0,0
6345,terk_co                         ,"May 2, 2013","May 20, 2013",2DAA3647B3C05EB024AE6B1CD4465967528D1C31,0,0
6346,aleckey                         ,"May 2, 2013","May 2, 2013",CF01916B5DA241F0433DE2458FA0358D63DF3839,0,0
6347,logic1807                       ,"May 2, 2013","May 2, 2013",32FFBA000F16FC66DF87A6AE66ED65499C76ED7A,0,0
6348,gc4bc                           ,"May 3, 2013","May 10, 2013",7597E45D7A283BBAC08AE1C15D7649E31CEF103E,0,0
6349,rylandalmond                    ,"May 3, 2013","May 29, 2013",B60A1E37227ED51AB6A3DE6791EC13C1B1278D38,0,0
6350,silfer                          ,"May 4, 2013","May 4, 2013",F4EF2B5A4F27997ADFF428E374D458CD8FF94506,0,0
6351,lewiesman                       ,"May 4, 2013","May 4, 2013",6DE87F9996B55E2455B9A6F3605B903EE237CD41,0,0
6352,killerz                         ,"May 4, 2013","May 30, 2013",EB01F517DA2CB33AF88E3F63BD069A20B7FD0E3C,0,0
6353,phrackage                       ,"May 4, 2013","Dec 1, 2013",18EE3CBC56FC2F1E55B29C667CAF092E9CFA92F0,0,0
6354,neuewelt                        ,"May 4, 2013","May 4, 2013",ED142BAF9B61F178B59EA55B8F294DF269E44D87,0,0
6355,tgjj                            ,"May 5, 2013","May 11, 2013",1EBB874700C625821F5BD472A5C73346B994C063,0,0
6356,arsenische                      ,"May 5, 2013","May 13, 2013",0C90F566546B197F4EBA61217F063E27E3D34C80,0,0
6357,ghoti1                          ,"May 5, 2013","May 5, 2013",68C0BBACC87173C6B5FA4E2913EED065EF2EA465,0,0
6358,oolongtes1369                   ,"May 6, 2013","May 16, 2013",83C1C0902BBA1DA9DDF8A30D35180AE64F4AC9B7,0,0
6359,xptouser                        ,"May 6, 2013","May 6, 2013",2416A410E615C72BB4E95BF7B250D5293C12622B,0,0
6360,anardella                       ,"May 6, 2013","May 13, 2013",E99C943858AE939AE4DB0125BF2E1D3A36ACBB72,0,0
6361,fuigus                          ,"May 6, 2013","May 14, 2013",F03187677E50325E6783604B72104297F77A0661,0,0
6362,selveste                        ,"May 6, 2013","May 8, 2013",F64786A951A1926300FF690310AFF970C6106898,0,0
6363,jrklein                         ,"May 7, 2013","Sep 26, 2013",6CE52EE77528245488B6A10A0C67F8C3BDBC0D36,0,0
6364,aphotic                         ,"May 7, 2013","May 7, 2013",2ED654C8EC265D3293237B5D2A2EE60A2BD0DD5D,0,0
6365,aseras                          ,"May 7, 2013","May 7, 2013",D7F0E326A0D0415F8BE3E4DA8D2D9FB98F8BB8E6,0,0
6366,razd                            ,"May 8, 2013","May 8, 2013",A9BA902B600D7E468BC9300703D47F769C783FC3,0,0
6367,skrewtape                       ,"May 8, 2013","May 11, 2013",E7F71466EB614B444624416AC7F4F164CD9DBEC7,0,0
6368,d3former                        ,"May 8, 2013","Mar 26, 2014",C4C5FC5DDF23A0025457827410C31A3A4219A0C8,2.9,7
6369,megaf                           ,"May 9, 2013","May 9, 2013",A35E8AC00B29E5E8BAA1CBE73A0B6A2499873730,0,0
6370,btcotc00                        ,"May 9, 2013","Sep 5, 2013",1720CB4ED0FAB6A905899ED0F34C3515B4E4237D,0,0
6371,donnchac                        ,"May 9, 2013","May 9, 2013",97053DD7A0894795DAACD8535064B083AEC10762,0,0
6372,chaxattack                      ,"May 9, 2013","May 10, 2013",E0CC29FF5546062A585AC63A7E18D4F4690C8E1E,0,0
6373,forwardskew                     ,"May 9, 2013","Jun 2, 2013",67AFC248E9961A98CDA94BF4240FE00E543851DA,0,0
6374,saironiq                        ,"May 10, 2013","May 10, 2013",096276C9D382354925EF390A69E29C655E4F108A,0,0
6375,tryst                           ,"May 10, 2013","May 22, 2013",D6822D256A1132A52754E046DEA6983D150F5127,0,0
6376,enigmachase82                   ,"May 10, 2013","May 10, 2013",24C739AEB33058BE3309DC54847BA8128B5ECB1D,0,0
6377,kanda                           ,"May 10, 2013","May 10, 2013",2A954EEBF884B9F2F4F760A2CB9AEFA7FDE1DBDB,0,0
6378,trey                            ,"May 10, 2013","May 14, 2013",34F7AE3DEADC16B01DA1217BE73A0E4E770834C6,0,0
6379,cz3141                          ,"May 10, 2013","Jun 7, 2013",ECD78740AA6FABA6232BE9DA0DC56BC35911BF53,0,0
6380,chax                            ,"May 10, 2013","May 10, 2013",DA373F13A288B0CFEFAEBEFB6853190369B36263,0,0
6381,bitworks                        ,"May 11, 2013","May 25, 2013",F0299187F244F3650BDE1D1352343C36E777E7DF,0,0
6382,youldyn                         ,"May 12, 2013","May 12, 2013",F6B904CEE34F9B7648EC2F62928B4DD671A166FE,0,0
6383,imperatron                      ,"May 12, 2013","May 12, 2013",ECC262E4A23E9DF64394AEBCE473EA86E3A7C111,0,0
6384,tourronde                       ,"May 12, 2013","May 21, 2013",AC90262FAD5ABAB54F2B79FC61F75497877EDE78,0,0
6385,awishformore                    ,"May 13, 2013","May 23, 2013",4BBA3DB56125B94AA6AE9134E73515A156F05D60,0,0
6386,newmorpheus                     ,"May 13, 2013","May 13, 2013",E6DC1C1BC4D917E59E47C8F7D0AD12481DDD22BD,0,0
6387,davidcandlestick                ,"May 13, 2013","Jun 6, 2013",86463DC1E953C9D29C0739074DEB6F57F2D37C58,0,0
6388,graziella                       ,"May 14, 2013","May 14, 2013",898B3C147190FD920D35E77C16905094E2D8277E,0,0
6389,aade                            ,"May 15, 2013","Mar 5, 2014",D90F2F48437C04C33A38F5B708E7D717473842A2,0,0
6390,quezza                          ,"May 15, 2013","Jan 14, 2014",026D8BDE819308435EE9F2EB7EA7874710A0F765,0,0
6391,adamzxd                         ,"May 15, 2013","May 15, 2013",BA524A9EE91CE07DC66C0B6F8452687E199AF178,0,0
6392,sasso                           ,"May 15, 2013","May 15, 2013",CDCF1A6A1FFEDFC88F1D0DFEFCE9ECBD81A9A754,0,0
6393,chewbacca                       ,"May 15, 2013","May 15, 2013",A1DB098A2C01900F7B15EA14BFB02C5A8E15A72D,0,0
